"id","samp_period","batch","incb_num","incb_temp_id","incb_temp","body_temp","defecate","series","obs","orig_lizmass","orig_co2_pmin","lizmass_nocombout","co2pm_nocombout","incb_temp_K","inverseK_incb_temp","body_temp_K","inverseK_body_temp","z.incb_temp","z.log.temp","z.body_temp","z.log.body_temp","log.mass","z.log.mass","log.co2pmin","z.log.co2pmin","z.prior_temp1","z.log.prior_temp1","z.prior_temp2","z.log.prior_temp2","prior_temp1_K","inverseK_prior_temp1","prior_temp2_K","inverseK_prior_temp2","inverseK_incb_temp_22cen","inverseK_incb_temp_24cen","inverseK_incb_temp_26cen","inverseK_incb_temp_28cen","inverseK_incb_temp_30cen","inverseK_incb_temp_32cen"
"ld0155",2,1,1,1,22,25,NA,"ld0155_2",2338,1.088,0.002323872,1.088,0.002323872,295.15,-0.65475919074998,298.15,0.0894283328625927,-1.46355963415267,-1.53759857794768,0.408200359060136,0.443573052326295,0.084341148433751,-0.704862556090431,-6.06452051896196,-1.73786409764887,-0.520566329940548,-0.497460005382259,-1.3884961968025,-1.42878353961393,297.15,-0.203717363057125,296.15,-0.385553670498179,0,0.2645478,0.5255583,0.783102,1.0372474,1.2880614
"ld0170",2,1,1,1,22,25.4,NA,"ld0170_2",2395,1.087,0.003418797,1.087,0.003418797,295.15,-0.65475919074998,298.55,0.141559906694201,-1.46355963415267,-1.53759857794768,0.647024576695509,0.677924447473616,0.0834216081390724,-0.712842042576433,-5.67846654417367,-0.979536399411407,-0.520566329940548,-0.497460005382259,-1.62432856610674,-1.69697500313707,297.15,-0.203717363057125,295.65,-0.451801723363815,0,0.2645478,0.5255583,0.783102,1.0372474,1.2880614
"ld0018",2,1,1,1,28,23.6,NA,"ld0018_2",247,1.3,0.013311232,1.3,0.013311232,301.15,0.128342802689596,296.75,-0.094138928421292,0.292711926830533,0.347756949468565,-0.427684402663668,-0.407253251649777,0.262364264467491,0.839967025394838,-4.31914708887524,1.69058141059472,0.0137976282232042,0.0721123624781764,0.498162757631432,0.527752813129503,298.75,0.00537061759921039,300.15,0.136484958979736,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0018",2,1,1,1,32,23.6,NA,"ld0018_2",256,1.3,0.008055471,1.3,0.008055471,305.15,0.633302228903356,296.75,-0.094138928421292,1.46355963415267,1.39167800608564,-0.427684402663668,-0.407253251649777,0.262364264467491,0.839967025394838,-4.82140379106454,0.703996130377304,0.347775102075549,0.410288166472314,0.498162757631432,0.527752813129503,299.75,0.134917101027125,300.15,0.136484958979736,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0042",2,1,1,1,32,24.4,NA,"ld0042_2",469,1.371,0.008061331,1.371,0.008061331,305.15,0.633302228903356,297.55,0.0109681680125127,1.46355963415267,1.39167800608564,0.0499640326070762,0.0849199199982304,0.315540400580177,1.30141310007424,-4.8206765996207,0.705424556063344,0.414570596846018,0.476395656362684,0.498162757631432,0.527752813129503,299.95,0.160722743250218,300.15,0.136484958979736,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0042",2,1,1,1,28,24.4,NA,"ld0042_2",470,1.371,0.004738549,1.371,0.004738549,301.15,0.128342802689596,297.55,0.0109681680125127,0.292711926830533,0.347756949468565,0.0499640326070762,0.0849199199982304,0.315540400580177,1.30141310007424,-5.35202430828233,-0.338304329500128,0.347775102075549,0.410288166472314,0.498162757631432,0.527752813129503,299.75,0.134917101027125,300.15,0.136484958979736,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0049",2,1,1,1,32,24,NA,"ld0049_2",564,1.403,0.008827945,1.403,0.008827945,305.15,0.633302228903356,297.15,-0.0415146367438929,1.46355963415267,1.39167800608564,-0.188860185028296,-0.159115849324118,0.338612801120324,1.50162826125331,-4.72983302078377,0.883869039316873,-0.0529978665472657,0.00289390070859543,0.498162757631432,0.527752813129503,298.55,-0.0206428196190312,300.15,0.136484958979736,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0049",2,1,1,1,28,24,NA,"ld0049_2",567,1.403,0.006348433,1.403,0.006348433,301.15,0.128342802689596,297.15,-0.0415146367438929,0.292711926830533,0.347756949468565,-0.188860185028296,-0.159115849324118,0.338612801120324,1.50162826125331,-5.05954726818421,0.236209741301878,0.0137976282232042,0.0721123624781764,0.498162757631432,0.527752813129503,298.75,0.00537061759921039,300.15,0.136484958979736,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0089",2,1,1,1,28,25,NA,"ld0089_2",1047,1.267,0.00706618,1.267,0.00706618,301.15,0.128342802689596,298.15,0.0894283328625927,0.292711926830533,0.347756949468565,0.408200359060136,0.443573052326295,0.236651901339002,0.616843084775504,-4.95243525626831,0.446610386689131,0.0137976282232042,0.0721123624781764,0.498162757631432,0.527752813129503,298.75,0.00537061759921039,300.15,0.136484958979736,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0089",2,1,1,1,32,25,NA,"ld0089_2",1054,1.267,0.009090615,1.267,0.009090615,305.15,0.633302228903356,298.15,0.0894283328625927,1.46355963415267,1.39167800608564,0.408200359060136,0.443573052326295,0.236651901339002,0.616843084775504,-4.70051271631569,0.941463055829957,0.614957081157424,0.671797925746867,0.498162757631432,0.527752813129503,300.55,0.237933602571861,300.15,0.136484958979736,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0095",2,1,1,1,28,23.6,1,"ld0095_2",1147,1.348,0.006509851,1.348,0.006509851,301.15,0.128342802689596,296.75,-0.094138928421292,0.292711926830533,0.347756949468565,-0.427684402663668,-0.407253251649777,0.298622012490115,1.15460055699066,-5.03443871088841,0.285530602382586,-0.186588856088203,-0.137193304660608,0.498162757631432,0.527752813129503,298.15,-0.0727743934506393,300.15,0.136484958979736,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0095",2,1,1,1,32,23.6,1,"ld0095_2",1200,1.348,0.009920911,1.348,0.009920911,305.15,0.633302228903356,296.75,-0.094138928421292,1.46355963415267,1.39167800608564,-0.427684402663668,-0.407253251649777,0.298622012490115,1.15460055699066,-4.61311052722448,1.11314760048669,-0.0529978665472657,0.00289390070859543,0.498162757631432,0.527752813129503,298.55,-0.0206428196190312,300.15,0.136484958979736,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0133",2,1,1,1,28,24.8,NA,"ld0133_2",1684,1.09,0.004063528,1.09,0.004063528,301.15,0.128342802689596,297.95,0.0633100556895335,0.292711926830533,0.347756949468565,0.28878825024245,0.324987451720973,0.0861776962410524,-0.68892556181833,-5.50570371718321,-0.640177539022728,-1.18852127764524,-1.26536226203824,0.498162757631432,0.527752813129503,295.15,-0.468265195604468,300.15,0.136484958979736,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0133",2,1,1,1,32,24.8,NA,"ld0133_2",1713,1.09,0.009276207,1.09,0.009276207,305.15,0.633302228903356,297.95,0.0633100556895335,1.46355963415267,1.39167800608564,0.28878825024245,0.324987451720973,0.0861776962410524,-0.68892556181833,-4.68030254418454,0.981161995133972,-1.18852127764524,-1.26536226203824,0.498162757631432,0.527752813129503,295.15,-0.468265195604468,300.15,0.136484958979736,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0140",2,1,1,1,32,22.8,NA,"ld0140_2",1911,1.049,0.007939367,1.049,0.007939367,305.15,0.633302228903356,295.95,-0.199814267309222,1.46355963415267,1.39167800608564,-0.905332837934414,-0.916401220109357,0.0478373294141601,-1.02163141574774,-4.83592172982305,0.675478472741662,-1.18852127764524,-1.26536226203824,0.498162757631432,0.527752813129503,295.15,-0.468265195604468,300.15,0.136484958979736,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0140",2,1,1,1,28,22.8,NA,"ld0140_2",1916,1.049,0.003528253,1.049,0.003528253,301.15,0.128342802689596,295.95,-0.199814267309222,0.292711926830533,0.347756949468565,-0.905332837934414,-0.916401220109357,0.0478373294141601,-1.02163141574774,-5.64695243139064,-0.917633074567097,-1.18852127764524,-1.26536226203824,0.498162757631432,0.527752813129503,295.15,-0.468265195604468,300.15,0.136484958979736,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0154",2,1,1,1,28,24.4,NA,"ld0154_2",2223,1.198,0.006200362,1.198,0.006200362,301.15,0.128342802689596,297.55,0.0109681680125127,0.292711926830533,0.347756949468565,0.0499640326070762,0.0849199199982304,0.180653499693258,0.130906262043765,-5.08314760153878,0.189851491836329,-1.18852127764524,-1.26536226203824,0.498162757631432,0.527752813129503,295.15,-0.468265195604468,300.15,0.136484958979736,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0154",2,1,1,1,32,24.4,NA,"ld0154_2",2239,1.198,0.009460994,1.198,0.009460994,305.15,0.633302228903356,297.55,0.0109681680125127,1.46355963415267,1.39167800608564,0.0499640326070762,0.0849199199982304,0.180653499693258,0.130906262043765,-4.66057782744246,1.01990735205877,-1.18852127764524,-1.26536226203824,0.498162757631432,0.527752813129503,295.15,-0.468265195604468,300.15,0.136484958979736,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0155",2,1,1,1,32,22.8,NA,"ld0155_2",2307,1.1,0.009785759,1.1,0.009785759,305.15,0.633302228903356,295.95,-0.199814267309222,1.46355963415267,1.39167800608564,-0.905332837934414,-0.916401220109357,0.0953101798043249,-0.609676691922707,-4.62682711343664,1.08620404355104,-1.18852127764524,-1.26536226203824,0.498162757631432,0.527752813129503,295.15,-0.468265195604468,300.15,0.136484958979736,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0155",2,1,1,1,28,22.8,NA,"ld0155_2",2313,1.1,0.010440423,1.1,0.010440423,301.15,0.128342802689596,295.95,-0.199814267309222,0.292711926830533,0.347756949468565,-0.905332837934414,-0.916401220109357,0.0953101798043249,-0.609676691922707,-4.56207018010707,1.21340640229806,-1.18852127764524,-1.26536226203824,0.498162757631432,0.527752813129503,295.15,-0.468265195604468,300.15,0.136484958979736,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0170",2,1,1,1,28,23.6,NA,"ld0170_2",2362,1.11,0.004273617,1.11,0.004273617,301.15,0.128342802689596,296.75,-0.094138928421292,0.292711926830533,0.347756949468565,-0.427684402663668,-0.407253251649777,0.104360015324243,-0.531145016204281,-5.45529473770559,-0.541158935733576,-1.18852127764524,-1.26536226203824,0.498162757631432,0.527752813129503,295.15,-0.468265195604468,300.15,0.136484958979736,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0170",2,1,1,1,32,23.6,NA,"ld0170_2",2370,1.11,0.010548398,1.11,0.010548398,305.15,0.633302228903356,296.75,-0.094138928421292,1.46355963415267,1.39167800608564,-0.427684402663668,-0.407253251649777,0.104360015324243,-0.531145016204281,-4.55178127893142,1.23361694086382,-1.18852127764524,-1.26536226203824,0.498162757631432,0.527752813129503,295.15,-0.468265195604468,300.15,0.136484958979736,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0018",2,1,1,2,30,23,NA,"ld0018_2",278,1.331,0.009490264,1.331,0.009490264,303.15,0.38248822394826,296.15,-0.173341908019171,0.8781357804916,0.887129076772192,-0.785920729116728,-0.787458672113003,0.285930539412975,1.04446787602762,-4.65748884799065,1.02597504940311,-0.654157319481485,-0.645788011782747,-0.916831458194018,-0.909461745131453,296.75,-0.256341654734524,297.15,-0.253726399222902,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0042",2,1,1,2,30,24.5,NA,"ld0042_2",465,1.377,0.010685452,1.377,0.010685452,303.15,0.38248822394826,297.65,0.0240668287158305,0.8781357804916,0.887129076772192,0.10967008701592,0.145303758367154,0.319907219746518,1.33930700719965,-4.53887208881281,1.25897452573035,-0.38697534039961,-0.351583814148147,-0.916831458194018,-0.909461745131453,297.55,-0.151234558300719,297.15,-0.253726399222902,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0049",2,1,1,2,30,23.5,NA,"ld0049_2",600,1.442,0.006738088,1.442,0.006738088,303.15,0.38248822394826,296.65,-0.107317175743006,0.8781357804916,0.887129076772192,-0.487390457072512,-0.469944759438798,0.366031038862757,1.73955525455837,-4.99997907382779,0.353219834875557,-0.520566329940548,-0.497460005382259,-0.916831458194018,-0.909461745131453,297.15,-0.203717363057125,297.15,-0.253726399222902,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0089",2,1,1,2,30,23.5,1,"ld0089_2",1064,1.313,0.01383765,1.313,0.01383765,303.15,0.38248822394826,296.65,-0.107317175743006,0.8781357804916,0.887129076772192,-0.487390457072512,-0.469944759438798,0.272314595320659,0.926312921309986,-4.28036214089773,1.76676687233533,-0.186588856088203,-0.137193304660608,-0.916831458194018,-0.909461745131453,298.15,-0.0727743934506393,297.15,-0.253726399222902,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0095",2,1,1,2,30,23.5,NA,"ld0095_2",1162,1.346,0.006131212,1.346,0.006131212,303.15,0.38248822394826,296.65,-0.107317175743006,0.8781357804916,0.887129076772192,-0.487390457072512,-0.469944759438798,0.297137231222536,1.14171608403403,-5.0943628324272,0.167821359315399,-0.654157319481485,-0.645788011782747,-0.916831458194018,-0.909461745131453,296.75,-0.256341654734524,297.15,-0.253726399222902,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0133",2,1,1,2,30,24,NA,"ld0133_2",1712,1.027,0.005884772,1.027,0.005884772,303.15,0.38248822394826,297.15,-0.0415146367438929,0.8781357804916,0.887129076772192,-0.188860185028296,-0.159115849324118,0.0266419309464211,-1.20555853304483,-5.13538728158626,0.0872368345237327,-0.253384350858672,-0.208079698895151,-0.916831458194018,-0.909461745131453,297.95,-0.0988926706236985,297.15,-0.253726399222902,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0140",2,1,1,2,30,23,1,"ld0140_2",1880,1.127,0.016810837,1.127,0.016810837,303.15,0.38248822394826,296.15,-0.173341908019171,0.8781357804916,0.887129076772192,-0.785920729116728,-0.787458672113003,0.119559235057639,-0.399250884797238,-4.08573154101058,2.14908070526489,-0.921339298563361,-0.950139159238356,-0.916831458194018,-0.909461745131453,295.95,-0.362016993622454,297.15,-0.253726399222902,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0154",2,1,1,2,30,24,NA,"ld0154_2",2243,1.244,0.007408952,1.244,0.007408952,303.15,0.38248822394826,297.15,-0.0415146367438929,0.8781357804916,0.887129076772192,-0.188860185028296,-0.159115849324118,0.218331994316988,0.457868593550985,-4.9050662801757,0.539657496559903,-0.38697534039961,-0.351583814148147,-0.916831458194018,-0.909461745131453,297.55,-0.151234558300719,297.15,-0.253726399222902,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0155",2,1,1,2,30,23,1,"ld0155_2",2340,1.143,0.012318633,1.143,0.012318633,303.15,0.38248822394826,296.15,-0.173341908019171,0.8781357804916,0.887129076772192,-0.785920729116728,-0.787458672113003,0.133656384812674,-0.276920176058956,-4.39664228482524,1.53835722069627,-0.921339298563361,-0.950139159238356,-0.916831458194018,-0.909461745131453,295.95,-0.362016993622454,297.15,-0.253726399222902,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0170",2,1,1,2,30,22.5,NA,"ld0170_2",2365,1.124,0.010603265,1.124,0.010603265,303.15,0.38248822394826,295.65,-0.239589960884807,0.8781357804916,0.887129076772192,-1.08445100116094,-1.11195146834919,0.116893751471499,-0.422381127568923,-4.54659330642426,1.24380770046428,-0.654157319481485,-0.645788011782747,-0.916831458194018,-0.909461745131453,296.75,-0.256341654734524,297.15,-0.253726399222902,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0018",2,1,1,2,26,25.6,NA,"ld0018_2",290,1.291,0.008208251,1.291,0.008208251,299.15,-0.129200852515361,298.75,0.167573343912442,-0.292711926830533,-0.231603986367692,0.766436685513197,0.793719769700944,0.255417111864505,0.779681782178723,-4.80261541109925,0.740902236422453,0.815343565468831,0.862967320328408,-0.916831458194018,-0.909461745131453,301.15,0.314836797835109,297.15,-0.253726399222902,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0042",2,1,1,2,26,26.6,NA,"ld0042_2",467,1.362,0.005864761,1.362,0.005864761,299.15,-0.129200852515361,299.75,0.297119827340357,-0.292711926830533,-0.231603986367692,1.36349722960163,1.35945288759863,0.308954207727321,1.24426015401227,-5.13879354792014,0.0805458890154667,0.815343565468831,0.862967320328408,-0.916831458194018,-0.909461745131453,301.15,0.314836797835109,297.15,-0.253726399222902,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0049",2,1,1,2,26,26.8,NA,"ld0049_2",585,1.422,0.005416724,1.422,0.005416724,299.15,-0.129200852515361,299.95,0.32292546956345,-0.292711926830533,-0.231603986367692,1.48290933841932,1.47004387586672,0.352064331381049,1.6183564835538,-5.21826407431513,-0.0755584520728074,0.815343565468831,0.862967320328408,-0.916831458194018,-0.909461745131453,301.15,0.314836797835109,297.15,-0.253726399222902,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0089",2,1,1,2,26,26.6,NA,"ld0089_2",1027,1.263,0.007731593,1.263,0.007731593,299.15,-0.129200852515361,299.75,0.297119827340357,-0.292711926830533,-0.231603986367692,1.36349722960163,1.35945288759863,0.233489843368354,0.589403722965308,-4.86244035740743,0.62338780374257,0.815343565468831,0.862967320328408,-0.916831458194018,-0.909461745131453,301.15,0.314836797835109,297.15,-0.253726399222902,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0095",2,1,1,2,26,25.4,NA,"ld0095_2",1192,1.332,0.004574607,1.332,0.004574607,299.15,-0.129200852515361,298.55,0.141559906694201,-0.292711926830533,-0.231603986367692,0.647024576695509,0.677924447473616,0.286681572118197,1.05098510573093,-5.38723448558375,-0.407467851834437,0.815343565468831,0.862967320328408,-0.916831458194018,-0.909461745131453,301.15,0.314836797835109,297.15,-0.253726399222902,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0133",2,1,1,2,26,25.6,1,"ld0133_2",1697,1.08,0.005692186,1.08,0.005692186,299.15,-0.129200852515361,298.75,0.167573343912442,-0.292711926830533,-0.231603986367692,0.766436685513197,0.793719769700944,0.0769610411361284,-0.768904846338523,-5.1686609218464,0.0218772613078462,0.815343565468831,0.862967320328408,-0.916831458194018,-0.909461745131453,301.15,0.314836797835109,297.15,-0.253726399222902,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0140",2,1,1,2,26,25.6,NA,"ld0140_2",1909,1.046,0.007313692,1.046,0.007313692,299.15,-0.129200852515361,298.75,0.167573343912442,-0.292711926830533,-0.231603986367692,0.766436685513197,0.793719769700944,0.0449733656427312,-1.04648400822549,-4.9180070711616,0.514237837956229,0.815343565468831,0.862967320328408,-0.916831458194018,-0.909461745131453,301.15,0.314836797835109,297.15,-0.253726399222902,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0154",2,1,1,2,26,27.4,NA,"ld0154_2",2266,1.204,0.00954961,1.204,0.00954961,299.15,-0.129200852515361,300.55,0.400136328885093,-0.292711926830533,-0.231603986367692,1.84114566487237,1.79693164784024,0.185649346886629,0.174258679981658,-4.65125496301971,1.03822029993752,0.815343565468831,0.862967320328408,-0.916831458194018,-0.909461745131453,301.15,0.314836797835109,297.15,-0.253726399222902,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0155",2,1,1,2,26,25,NA,"ld0155_2",2292,1.088,0.010425148,1.088,0.010425148,299.15,-0.129200852515361,298.15,0.0894283328625927,-0.292711926830533,-0.231603986367692,0.408200359060136,0.443573052326295,0.084341148433751,-0.704862556090431,-4.56353431475536,1.21053039549524,0.815343565468831,0.862967320328408,-0.916831458194018,-0.909461745131453,301.15,0.314836797835109,297.15,-0.253726399222902,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0170",2,1,1,2,26,25.4,NA,"ld0170_2",2388,1.087,0.005889524,1.087,0.005889524,299.15,-0.129200852515361,298.55,0.141559906694201,-0.292711926830533,-0.231603986367692,0.647024576695509,0.677924447473616,0.0834216081390724,-0.712842042576433,-5.13458009952492,0.0888223861683311,0.815343565468831,0.862967320328408,-0.916831458194018,-0.909461745131453,301.15,0.314836797835109,297.15,-0.253726399222902,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0011",3,1,1,1,30,24.5,NA,"ld0011_3",151,1.157,0.004886427,1.157,0.004886427,303.15,0.38248822394826,297.65,0.0240668287158305,0.8781357804916,0.887129076772192,0.10967008701592,0.145303758367154,0.14583044821154,-0.171277416374417,-5.32129391741495,-0.277940473422283,-0.353577593014375,-0.315488431992429,-0.680999088889776,-0.657860658577783,297.65,-0.138135897597401,297.65,-0.188144933763178,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
