date,samp_period,batch,ch_num,incb_num,incb_temp_id,incb_temp,id,tc,key,body_temp,ch_mass,ch_lizmass,t_flush,t_samp,t_diff,ch_vol,co2_samp_control,co2_samp_1,co2_samp_2,defecate,air_collect_notes,fms_notes,co2_warthog_notes,,,
13/12/16,2,2,9,1,2,30,ld0077,tc0151,I,25,17.841,19.176,10:57,12:27,90,146.33,NA,5.00E-03,3.92E-03,,,,,,,
13/12/16,2,2,10,1,2,30,ld0137,tc0322,J,24.5,17.913,19.287,10:59,12:29,90,146.33,2.09E-04,7.12E-03,6.62E-03,,FST1BL,,,,,
13/12/16,2,2,11,2,2,28,ld0013,tc0021,K,26,17.420,18.451,11:47,13:17,90,146.33,NA,3.67E-03,0.0088355,,,BadT2S2,,,,
13/12/16,2,2,12,2,2,28,ld0111,tc0242,L,24.5,17.673,18.794,11:48,13:19,91,146.33,3.57E-04,5.45E-03,5.67E-03,1,,,,,,
13/12/16,2,2,13,2,2,28,ld0107,tc0232,M,24,17.703,18.887,11:49,13:21,92,146.33,8.63E-04,3.57E-03,3.99E-03,,,,,,,
13/12/16,2,2,14,2,2,28,ld0119,tc0252,N,26.5,18.041,19.182,11:51,13:22,91,146.33,2.86E-04,4.14E-03,4.21E-03,,,HitM,,,,
13/12/16,2,2,15,2,2,28,ld0075,tc0145,O,25,17.865,18.870,11:52,13:23,91,146.33,8.81E-04,3.39E-03,3.22E-03,,,,,,,
13/12/16,2,2,16,2,2,28,ld0153,tc0350,P,23.5,17.973,18.857,11:54,13:25,91,146.33,7.50E-04,7.08E-03,6.77E-03,,,HitF_T1S2,,,,
13/12/16,2,2,17,2,2,28,ld0043,tc0104,Q,25,17.763,18.817,11:55,13:27,92,146.33,4.15E-04,5.38E-03,4.65E-03,,,,,,,
13/12/16,2,2,18,2,2,28,ld0069,tc0142,R,24.5,17.905,19.300,11:57,13:29,92,146.33,5.51E-04,5.55E-03,4.92E-03,1,,BadT2,,,,
13/12/16,2,2,19,2,2,28,ld0065,tc0134,S,24,17.408,18.519,11:58,13:30,92,146.33,7.68E-05,2.81E-03,3.63E-03,1,FST2BL,,,,,
13/12/16,2,2,20,2,2,28,ld0076,tc0150,T,28.5,17.643,18.914,12:00,13:32,92,146.33,7.52E-04,3.57E-03,3.67E-03,,FST1BL,SMT2BL,,,,
13/12/16,2,2,21,2,2,28,ld0171,tc0311,U,28,17.691,18.932,12:01,13:33,92,146.33,NA,1.83E-03,3.77E-03,,Almost esaped T2BL ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/16,3,1,1,1,1,30,ld0140,tc0325,A,33.5,18.110,19.172,07:50,09:20,90,146.33,8.19E-04,3.09E-03,5.72E-03,,,,,,,
20/12/16,3,1,2,1,1,30,ld0020,tc0032,B,25.5,17.444,18.578,07:51,09:21,90,146.33,5.85E-04,2.24E-03,4.76E-03,1,,HST1BL,,,,
20/12/16,3,1,3,1,1,30,ld0146,tc0340,C,24,17.729,18.912,07:52,09:23,91,146.33,8.57E-04,6.15E-03,6.65E-03,1,,,,,,
20/12/16,3,1,4,1,1,30,ld0150,tc0344,D,27.5,17.369,18.700,07:54,09:24,90,146.33,4.23E-04,3.76E-03,4.03E-03,,,,,,,
20/12/16,3,1,5,1,1,30,ld0051,tc0140,E,26,17.719,19.010,07:55,09:26,91,146.33,1.02E-03,0.0099234,2.76E-04,,,NoPT1S2 NoPT2S2,,,,
20/12/16,3,1,6,1,1,30,ld0095,tc0214,F,25.5,17.700,18.985,07:57,09:28,91,146.33,9.55E-04,4.13E-03,5.31E-03,,,,,,,
20/12/16,3,1,7,1,1,30,ld0011,tc0015,G,24.5,17.647,18.804,07:58,09:29,91,146.33,8.27E-04,3.89E-03,3.79E-03,,,,,,,
20/12/16,3,1,8,1,1,30,ld0027,tc0043,H,28,17.791,19.194,08:00,09:31,91,146.33,3.72E-04,4.68E-03,6.01E-03,,,,,,,
20/12/16,3,1,9,1,1,30,ld0042,tc0103,I,25,17.783,19.150,08:01,09:32,91,146.33,NA,0.0087655,7.20E-03,,FST2BL,,,,,
20/12/16,3,1,10,1,1,30,ld0170,tc0415,J,24,17.852,18.873,08:02,09:34,92,146.33,NA,0.008216,5.58E-03,,,SMT1S1,,,,
20/12/16,3,1,11,2,1,22,ld0002,tc0002,K,27,17.369,18.412,08:50,10:20,90,146.33,1.05E-03,4.48E-03,4.74E-03,,,MT2S1,,,,
20/12/16,3,1,12,2,1,22,ld0154,tc02(A)0,L,27.5,17.640,18.792,08:51,10:21,90,146.33,6.09E-04,2.17E-03,1.59E-03,1,,MT2S1,,,,
20/12/16,3,1,13,2,1,22,ld0118,tc0251,M,25,17.683,19.065,08:52,10:23,91,146.33,3.47E-04,1.67E-03,2.11E-03,,,"MT1BL, T2S1",,,,
20/12/16,3,1,14,2,1,22,ld0155,tc1342,N,29,17.906,19.046,08:54,10:24,90,146.33,5.01E-04,2.99E-03,3.11E-03,,,NoPT2S1,,,,
20/12/16,3,1,15,2,1,22,ld0018,tc0A30,O,26,17.845,19.064,08:55,10:26,91,146.33,4.46E-04,2.34E-03,2.10E-03,,,,,,,
20/12/16,3,1,16,2,1,22,ld0049,tc01(12)0,P,24,17.931,19.335,08:57,10:28,91,146.33,3.50E-04,6.64E-04,1.85E-03,,,,,,,
20/12/16,3,1,17,2,1,22,ld0105,tc0230,Q,25.5,17.673,19.048,08:58,10:29,91,146.33,4.71E-04,3.56E-03,3.30E-03,1,,,,,,
20/12/16,3,1,18,2,1,22,ld0133,tc0314,R,25.5,17.806,18.940,09:00,10:31,91,146.33,NA,1.61E-03,1.82E-03,,,SMT2S1,,,,
20/12/16,3,1,19,2,1,22,ld0142,tc0331,S,24.5,17.357,18.349,09:01,10:32,91,146.33,NA,2.15E-03,2.41E-03,1,,,,,,
20/12/16,3,1,20,2,1,22,ld0089,tc0204,T,29.5,17.606,18.793,09:03,10:34,91,146.33,6.19E-04,3.01E-03,2.57E-03,1,FST1BL,,,,,
20/12/16,3,1,21,2,1,22,ld0088,tc0203,U,25,17.667,18.966,09:04,10:35,91,146.33,2.55E-04,6.47E-03,5.65E-03,,,,,,,
20/12/16,3,1,1,1,2,24,ld0140,tc0325,A,33.5,18.110,19.172,10:40,12:10,90,146.33,5.44E-04,2.76E-03,3.12E-03,,,,,,,
20/12/16,3,1,2,1,2,24,ld0020,tc0032,B,25.5,17.444,18.578,10:41,12:12,91,146.33,3.76E-04,4.51E-03,4.17E-03,1,,HST1BL,,,,
20/12/16,3,1,3,1,2,24,ld0146,tc0340,C,24,17.729,18.912,10:43,12:13,90,146.33,4.80E-04,2.65E-03,3.11E-03,1,,,,,,
20/12/16,3,1,4,1,2,24,ld0150,tc0344,D,27.5,17.369,18.700,10:44,12:15,91,146.33,5.73E-04,2.55E-03,1.91E-03,,,,,,,
20/12/16,3,1,5,1,2,24,ld0051,tc0140,E,26,17.719,19.010,10:46,12:16,90,146.33,2.63E-04,5.42E-03,1.14E-03,,,NoPT1S2 NoPT2S2,,,,
20/12/16,3,1,6,1,2,24,ld0095,tc0214,F,25.5,17.700,18.985,10:47,12:18,91,146.33,2.95E-04,2.03E-03,2.81E-03,,,,,,,
20/12/16,3,1,7,1,2,24,ld0011,tc0015,G,24.5,17.647,18.804,10:49,12:19,90,146.33,7.28E-04,2.16E-03,2.05E-03,,,,,,,
20/12/16,3,1,8,1,2,24,ld0027,tc0043,H,28,17.791,19.194,10:50,12:21,91,146.33,3.82E-04,2.68E-03,3.11E-03,,,,,,,
20/12/16,3,1,9,1,2,24,ld0042,tc0103,I,25,17.783,19.150,10:52,12:22,90,146.33,NA,4.42E-03,3.91E-03,,FST2BL,,,,,
20/12/16,3,1,10,1,2,24,ld0170,tc0415,J,24,17.852,18.873,10:53,12:24,91,146.33,NA,2.93E-03,1.97E-03,,,SMT1S1,,,,
20/12/16,3,1,11,2,2,24,ld0002,tc0002,K,27,17.369,18.412,11:42,13:12,90,146.33,2.98E-04,5.24E-03,4.79E-03,,,MT2S1,,,,
20/12/16,3,1,12,2,2,24,ld0154,tc02(A)0,L,27.5,17.640,18.792,11:43,13:14,91,146.33,NA,1.66E-03,4.70E-03,1,,MT2S1,,,,
20/12/16,3,1,13,2,2,24,ld0118,tc0251,M,25,17.683,19.065,11:44,13:15,91,146.33,NA,2.40E-03,2.90E-03,,,"MT1BL, T2S1",,,,
20/12/16,3,1,14,2,2,24,ld0155,tc1342,N,29,17.906,19.046,11:46,13:17,91,146.33,7.39E-04,4.13E-04,5.98E-03,,,NoPT2S1,,,,
20/12/16,3,1,15,2,2,24,ld0018,tc0A30,O,26,17.845,19.064,11:47,13:18,91,146.33,NA,2.94E-03,3.70E-03,,,,,,,
20/12/16,3,1,16,2,2,24,ld0049,tc01(12)0,P,24,17.931,19.335,11:48,13:20,92,146.33,3.49E-04,2.44E-03,2.34E-03,,,,,,,
20/12/16,3,1,17,2,2,24,ld0105,tc0230,Q,25.5,17.673,19.048,11:50,13:21,91,146.33,2.53E-04,3.92E-03,3.51E-03,1,,,,,,
20/12/16,3,1,18,2,2,24,ld0133,tc0314,R,25.5,17.806,18.940,11:52,13:23,91,146.33,4.69E-04,2.39E-03,2.12E-03,,,SMT2S1,,,,
20/12/16,3,1,19,2,2,24,ld0142,tc0331,S,24.5,17.357,18.349,11:53,13:24,91,146.33,9.94E-05,2.93E-03,1.97E-03,1,,,,,,
20/12/16,3,1,20,2,2,24,ld0089,tc0204,T,29.5,17.606,18.793,11:55,13:26,91,146.33,4.00E-04,3.27E-03,3.50E-03,1,FST1BL,,,,,
20/12/16,3,1,21,2,2,24,ld0088,tc0203,U,25,17.667,18.966,11:56,13:27,91,146.33,NA,5.08E-03,5.87E-03,,,,,,,
21/12/16,3,1,1,1,1,22,ld0140,tc0325,A,24,18.153,19.190,08:23,09:53,90,146.33,NA,1.82E-03,1.87E-03,,BadDrieriteT1S,,SMT2BL,,,
21/12/16,3,1,2,1,1,22,ld0020,tc0032,B,25.5,17.448,18.580,08:24,09:55,91,146.33,NA,NA,1.75E-03,,,,NoPT1S1,,,
21/12/16,3,1,3,1,1,22,ld0146,tc0340,C,24,17.760,18.909,08:25,09:56,91,146.33,7.92E-04,3.89E-04,6.18E-03,,,,"SMT1S1, BadCCO2, WeirdPT1S2",,,
21/12/16,3,1,4,1,1,22,ld0150,tc0344,D,24,17.377,18.701,08:27,09:58,91,146.33,NA,1.74E-03,1.41E-03,,,,,,,
21/12/16,3,1,5,1,1,22,ld0051,tc0140,E,25.5,17.806,19.026,08:28,09:59,91,146.33,6.81E-04,6.58E-03,7.64E-03,,,,,,,
21/12/16,3,1,6,1,1,22,ld0095,tc0214,F,24.5,17.744,18.986,08:30,10:01,91,146.33,5.47E-04,2.00E-03,2.33E-03,,Escaped,,"Hit E, T2BL",,,
21/12/16,3,1,7,1,1,22,ld0011,tc0015,G,24.5,17.663,18.758,08:31,10:02,91,146.33,7.87E-04,2.27E-03,1.97E-03,,,,,,,
21/12/16,3,1,8,1,1,22,ld0027,tc0043,H,25.5,17.824,19.191,08:32,10:04,92,146.33,NA,NA,2.60E-03,,,,,,,
21/12/16,3,1,9,1,1,22,ld0042,tc0103,I,25.5,17.846,19.161,08:34,10:05,91,146.33,NA,1.36E-03,1.51E-03,,,,Hit 9 T2BL,,,
21/12/16,3,1,10,1,1,22,ld0170,tc0415,J,23,17.844,18.907,08:35,10:07,92,146.33,3.99E-04,6.88E-04,1.23E-03,,,,VSmallPT1S,,,
21/12/16,3,1,11,2,1,28,ld0002,tc0002,K,26,17.458,18.466,09:24,10:54,90,146.33,NA,7.59E-03,7.04E-03,,,,MT1BL - Bad,,,
21/12/16,3,1,12,2,1,28,ld0154,tc02(A)0,L,26.5,17.766,18.841,09:26,10:55,89,146.33,NA,3.33E-03,3.08E-03,,,,,,,
21/12/16,3,1,13,2,1,28,ld0118,tc0251,M,24,17.709,19.050,09:28,10:57,89,146.33,2.31E-04,1.87E-03,2.45E-03,,,,,,,
21/12/16,3,1,14,2,1,28,ld0155,tc1342,N,26.5,17.944,19.046,09:29,10:58,89,146.33,5.99E-04,4.97E-03,4.69E-03,,,,,,,
21/12/16,3,1,15,2,1,28,ld0018,tc0A30,O,26,17.860,19.043,09:30,11:00,90,146.33,6.80E-04,6.97E-03,6.89E-03,1,,,,,,
21/12/16,3,1,16,2,1,28,ld0049,tc01(12)0,P,24.5,17.938,19.326,09:32,11:01,89,146.33,3.56E-04,3.33E-03,3.31E-03,1,,,SMT1BL,,,
21/12/16,3,1,17,2,1,28,ld0105,tc0230,Q,26.5,17.713,19.047,09:33,11:03,90,146.33,NA,7.94E-04,5.25E-03,1,FST2BL,,NoMarkers T1S,,,
21/12/16,3,1,18,2,1,28,ld0133,tc0314,R,25.8,17.840,18.940,09:35,11:05,90,146.33,NA,3.20E-03,3.20E-03,1,,,NoMarkers T1BL,,,
21/12/16,3,1,19,2,1,28,ld0142,tc0331,S,24,17.377,18.318,09:36,11:06,90,146.33,2.20E-04,3.10E-03,2.80E-03,1,,,,,,
21/12/16,3,1,20,2,1,28,ld0089,tc0204,T,26,17.619,18.768,09:38,11:08,90,146.33,6.00E-04,3.08E-03,3.73E-03,,,,"Hit S, T2BL",,,
21/12/16,3,1,21,2,1,28,ld0088,tc0203,U,25,17.720,18.960,09:39,11:09,90,146.33,NA,5.22E-03,7.38E-03,1,Escaped,,,,,
21/12/16,3,1,1,1,2,32,ld0140,tc0325,A,24,18.153,19.190,11:13,12:43,90,146.33,NA,3.50E-03,3.74E-03,,BadDrieriteT1S,,SMT2BL,,,
21/12/16,3,1,2,1,2,32,ld0020,tc0032,B,25.5,17.448,18.580,11:14,12:44,90,146.33,3.64E-04,6.75E-03,5.29E-03,,,,NoPT1S1,,,
21/12/16,3,1,3,1,2,32,ld0146,tc0340,C,24,17.760,18.909,11:15,12:46,91,146.33,6.00E-04,5.62E-03,8.26E-04,,,,"SMT1S1, BadCCO2, WeirdPT1S2",,,
21/12/16,3,1,4,1,2,32,ld0150,tc0344,D,24,17.377,18.701,11:17,12:47,90,146.33,5.24E-04,1.36E-03,5.31E-03,,,,,,,
21/12/16,3,1,5,1,2,32,ld0051,tc0140,E,25.5,17.806,19.026,11:18,12:49,91,146.33,4.98E-04,5.59E-03,7.44E-03,,,,,,,
21/12/16,3,1,6,1,2,32,ld0095,tc0214,F,24.5,17.744,18.986,11:20,12:50,90,146.33,2.60E-04,5.21E-03,5.82E-03,,Escaped,,"Hit E, T2BL",,,
21/12/16,3,1,7,1,2,32,ld0011,tc0015,G,24.5,17.663,18.758,11:21,12:52,91,146.33,1.10E-03,4.18E-03,4.52E-03,,,,,,,
21/12/16,3,1,8,1,2,32,ld0027,tc0043,H,25.5,7.824,19.191,11:23,12:54,91,146.33,5.81E-04,5.80E-03,6.33E-03,,,,,,,
21/12/16,3,1,9,1,2,32,ld0042,tc0103,I,25.5,17.846,19.161,11:24,12:55,91,146.33,NA,0.0089481,2.05E-03,,,,Hit 9 T2BL,,,
21/12/16,3,1,10,1,2,32,ld0170,tc0415,J,23,17.844,18.907,11:26,12:56,90,146.33,3.32E-04,3.64E-03,3.49E-03,,,,VSmallPT1S,,,
21/12/16,3,1,11,2,2,30,ld0002,tc0002,K,26,17.458,18.466,12:15,13:45,90,146.33,1.06E-03,6.81E-03,7.49E-03,,,,MT1BL - Bad,,,
21/12/16,3,1,12,2,2,30,ld0154,tc02(A)0,L,26.5,17.766,18.841,12:16,13:46,90,146.33,6.67E-04,7.16E-03,7.67E-03,,,,,,,
21/12/16,3,1,13,2,2,30,ld0118,tc0251,M,24,17.709,19.050,12:18,13:48,90,146.33,5.27E-04,3.02E-03,3.79E-03,,,,,,,
21/12/16,3,1,14,2,2,30,ld0155,tc1342,N,26.5,17.944,19.046,12:19,13:49,90,146.33,NA,5.09E-03,6.45E-03,,,,,,,
21/12/16,3,1,15,2,2,30,ld0018,tc0A30,O,26,17.860,19.043,12:20,13:51,91,146.33,1.80E-03,6.88E-03,6.48E-03,1,,,,,,
21/12/16,3,1,16,2,2,30,ld0049,tc01(12)0,P,24.5,17.938,19.326,12:22,13:52,90,146.33,6.48E-04,1.91E-03,4.11E-03,1,,,SMT1BL,,,
21/12/16,3,1,17,2,2,30,ld0105,tc0230,Q,26.5,17.713,19.047,12:23,13:54,91,146.33,5.72E-04,0.0113079,0.0132704,1,FST2BL,,NoMarkers T1S,,,
21/12/16,3,1,18,2,2,30,ld0133,tc0314,R,25.8,17.840,18.940,12:25,13:56,91,146.33,NA,0.010895,0.0107081,1,,,NoMarkers T1BL,,,
21/12/16,3,1,19,2,2,30,ld0142,tc0331,S,24,17.377,18.318,12:26,13:57,91,146.33,NA,4.36E-03,3.81E-03,1,,,,,,
21/12/16,3,1,20,2,2,30,ld0089,tc0204,T,26,17.619,18.768,12:28,13:58,90,146.33,4.49E-04,6.03E-03,5.97E-03,,,,"Hit S, T2BL",,,
21/12/16,3,1,21,2,2,30,ld0088,tc0203,U,25,17.720,18.960,12:29,14:00,91,146.33,NA,0.0133971,0.0159826,1,Escaped,,,,,
22/12/16,3,1,1,1,1,26,ld0140,tc0325,A,22,18.165,19.179,07:48,09:18,90,146.33,NA,2.21E-03,3.43E-03,,,SMT2S2,,,,
22/12/16,3,1,2,1,1,26,ld0020,tc0032,B,25.5,17.445,18.578,07:49,09:19,90,146.33,NA,1.87E-03,1.81E-03,,,,,,,
22/12/16,3,1,3,1,1,26,ld0146,tc0340,C,24,17.735,18.871,07:50,09:21,91,146.33,NA,2.33E-03,2.43E-03,,,NoPT2S1,,,,
22/12/16,3,1,4,1,1,26,ld0150,tc0344,D,24,17.406,18.695,07:52,09:22,90,146.33,NA,2.46E-03,1.98E-03,,,,,,,
22/12/16,3,1,5,1,1,26,ld0051,tc0140,E,25.5,17.913,19.212,07:53,09:24,91,146.33,1.98E-03,5.89E-03,5.20E-03,,,BadPT2BL,,,,
22/12/16,3,1,6,1,1,26,ld0095,tc0214,F,23.5,17.736,18.985,07:55,09:25,90,146.33,NA,2.31E-03,1.76E-03,,,,,,,
22/12/16,3,1,7,1,1,26,ld0011,tc0015,G,24,17.661,18.740,07:56,09:27,91,146.33,NA,2.02E-03,9.74E-04,,,NoPT2S2,,,,
22/12/16,3,1,8,1,1,26,ld0027,tc0043,H,24,17.869,19.224,07:57,09:29,92,146.33,NA,3.17E-03,2.86E-03,,SMT1S2,,,,,
22/12/16,3,1,9,1,1,26,ld0042,tc0103,I,25.5,17.833,19.136,07:59,09:30,91,146.33,NA,2.19E-03,1.73E-03,,,,,,,
22/12/16,3,1,10,1,1,26,ld0170,tc0415,J,23.5,17.873,18.908,08:00,09:32,92,146.33,NA,1.27E-03,1.19E-03,,,,,,,
22/12/16,3,1,11,2,1,32,ld0002,tc0002,K,26,17.434,18.430,08:48,10:18,90,146.33,3.90E-04,0.0120706,0.0110343,,FST1BL,SMT1BL,,,,
22/12/16,3,1,12,2,1,32,ld0154,tc02(A)0,L,26.5,17.668,18.781,08:49,10:20,91,146.33,NA,4.65E-03,4.42E-03,1,,,,,,
22/12/16,3,1,13,2,1,32,ld0118,tc0251,M,24,17.694,19.048,08:50,10:21,91,146.33,9.78E-05,4.93E-03,4.32E-03,,,SMT2BL,,,,
22/12/16,3,1,14,2,1,32,ld0155,tc1342,N,24.5,17.964,19.072,08:52,10:22,90,146.33,4.25E-04,0.0079224,0.0088062,,,,,,,
22/12/16,3,1,15,2,1,32,ld0018,tc0A30,O,26,17.855,19.016,08:53,10:24,91,146.33,7.62E-04,0.0123731,0.0099066,,,,,,,
22/12/16,3,1,16,2,1,32,ld0049,tc01(12)0,P,24.5,17.947,19.308,08:54,10:26,92,146.33,NA,4.21E-03,5.12E-03,,,SMT1S2,,,,
22/12/16,3,1,17,2,1,32,ld0105,tc0230,Q,24,17.712,19.029,08:56,10:27,91,146.33,4.06E-04,0.0082665,0.008411,1,,,,,,
22/12/16,3,1,18,2,1,32,ld0133,tc0314,R,24.5,17.823,18.933,08:57,10:29,92,146.33,NA,4.40E-03,4.05E-03,1,,"COT1S2, BadPT2S2",,,,
22/12/16,3,1,19,2,1,32,ld0142,tc0331,S,25.5,17.388,18.343,08:59,10:30,91,146.33,NA,3.53E-03,3.39E-03,1,,"SMT1BL, SMT1S2",,,,
22/12/16,3,1,20,2,1,32,ld0089,tc0204,T,26,17.607,18.761,09:00,10:32,92,146.33,4.37E-04,4.76E-03,4.87E-03,,,,,,,
22/12/16,3,1,21,2,1,32,ld0088,tc0203,U,25.5,17.674,18.919,09:01,10:33,92,146.33,NA,6.02E-03,2.77E-03,,,,,,,
22/12/16,3,1,1,1,2,28,ld0140,tc0325,A,22,18.165,19.179,10:38,12:08,90,146.33,NA,3.00E-03,3.40E-03,,,SMT2S2,,,,
22/12/16,3,1,2,1,2,28,ld0020,tc0032,B,25.5,17.445,18.578,10:39,12:09,90,146.33,NA,3.07E-03,3.66E-03,,,,,,,
22/12/16,3,1,3,1,2,28,ld0146,tc0340,C,24,17.735,18.871,10:40,12:11,91,146.33,NA,7.46E-04,3.59E-03,,,NoPT2S1,,,,
22/12/16,3,1,4,1,2,28,ld0150,tc0344,D,24,17.406,18.695,10:42,12:12,90,146.33,2.62E-04,3.45E-03,2.60E-03,,,,,,,
22/12/16,3,1,5,1,2,28,ld0051,tc0140,E,25.5,17.913,19.212,10:43,12:14,91,146.33,6.73E-04,4.26E-03,4.64E-03,,,BadPT2BL,,,,
22/12/16,3,1,6,1,2,28,ld0095,tc0214,F,23.5,17.736,18.985,10:45,12:15,90,146.33,1.63E-04,3.31E-03,3.54E-03,,,,,,,
22/12/16,3,1,7,1,2,28,ld0011,tc0015,G,24,17.661,18.740,10:46,12:17,91,146.33,NA,2.50E-03,2.05E-03,,,NoPT2S2,,,,
22/12/16,3,1,8,1,2,28,ld0027,tc0043,H,24,17.869,19.224,10:47,12:18,91,146.33,1.25E-04,2.22E-03,4.58E-03,,SMT1S2,,,,,
22/12/16,3,1,9,1,2,28,ld0042,tc0103,I,25.5,17.833,19.136,10:49,12:20,91,146.33,NA,7.53E-03,6.67E-03,,,,,,,
22/12/16,3,1,10,1,2,28,ld0170,tc0415,J,23.5,17.873,18.908,10:50,12:21,91,146.33,NA,2.50E-03,2.09E-03,,,,,,,
22/12/16,3,1,11,2,2,26,ld0002,tc0002,K,26,17.434,18.430,11:40,13:10,90,146.33,NA,1.16E-03,2.15E-03,,FST1BL,SMT1BL,,,,
22/12/16,3,1,12,2,2,26,ld0154,tc02(A)0,L,26.5,17.668,18.781,11:41,13:11,90,146.33,NA,5.30E-03,4.67E-03,1,,,,,,
22/12/16,3,1,13,2,2,26,ld0118,tc0251,M,24,17.694,19.048,11:42,13:13,91,146.33,NA,3.21E-03,3.09E-03,,,SMT2BL,,,,
22/12/16,3,1,14,2,2,26,ld0155,tc1342,N,24.5,17.964,19.072,11:44,13:14,90,146.33,NA,3.58E-03,4.47E-03,,,,,,,
22/12/16,3,1,15,2,2,26,ld0018,tc0A30,O,26,17.855,19.016,11:45,13:16,91,146.33,NA,0.0118396,0.0124984,,,,,,,
22/12/16,3,1,16,2,2,26,ld0049,tc01(12)0,P,24.5,17.947,19.308,11:47,13:17,90,146.33,4.36E-04,3.34E-03,2.82E-03,,,SMT1S2,,,,
22/12/16,3,1,17,2,2,26,ld0105,tc0230,Q,24,17.712,19.029,11:48,13:19,91,146.33,NA,6.98E-03,0.0082403,1,,,,,,
22/12/16,3,1,18,2,2,26,ld0133,tc0314,R,24.5,17.823,18.933,11:50,13:20,90,146.33,2.05E-04,2.93E-03,3.02E-03,1,,"COT1S2, BadPT2S2",,,,
22/12/16,3,1,19,2,2,26,ld0142,tc0331,S,25.5,17.388,18.343,11:51,13:22,91,146.33,NA,3.34E-03,2.82E-03,1,,"SMT1BL, SMT1S2",,,,
22/12/16,3,1,20,2,2,26,ld0089,tc0204,T,26,17.607,18.761,11:52,13:23,91,146.33,4.67E-04,3.05E-03,3.04E-03,,,,,,,
22/12/16,3,1,21,2,2,26,ld0088,tc0203,U,25.5,17.674,18.919,11:54,13:25,91,146.33,NA,0.0094646,0.0085484,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/16,3,2,1,1,1,26,ld0153,tc0350,A,24.5,18.154,19.089,12:00,13:30,90,146.33,NA,3.43E-03,2.14E-03,,,,,,,
23/12/16,3,2,2,1,1,26,ld0128,tc0305,B,28.5,17.332,18.603,12:01,13:32,91,146.33,NA,4.09E-03,4.02E-03,1,,NoMark,,,,
23/12/16,3,2,3,1,1,26,ld0006,tc0010,C,25.5,17.776,17.840,12:02,13:33,91,146.33,1.76E-04,2.58E-03,2.26E-03,,,NoMarkT1,,,,
23/12/16,3,2,4,1,1,26,ld0092,tc0212,D,24.5,17.403,18.751,12:04,13:35,91,146.33,NA,7.70E-03,0.0084707,,"Escaped T1BL, T2BL",,,,,
23/12/16,3,2,5,1,1,26,ld0111,tc0242,E,28,17.883,18.988,12:06,13:36,90,146.33,7.60E-04,7.40E-03,6.30E-03,1,,SMT1S2,,,,
23/12/16,3,2,6,1,1,26,ld0076,tc0150,F,27,17.474,19.035,12:07,13:38,91,146.33,3.54E-04,6.08E-03,5.23E-03,,,SMT2S1,,,,
23/12/16,3,2,7,1,1,26,ld0171,tc0311,G,25,17.677,18.860,12:08,13:39,91,146.33,6.04E-04,5.38E-03,4.81E-03,,,,,,,
23/12/16,3,2,8,1,1,26,ld0138,tc0323,H,27,17.820,18.860,12:10,13:41,91,146.33,NA,3.10E-03,2.68E-03,1,Shedding,,,,,
23/12/16,3,2,9,1,1,26,ld0069,tc0142,I,26.5,17.822,19.156,12:11,13:43,92,146.33,NA,1.59E-03,2.12E-03,,,,,,,
23/12/16,3,2,10,1,1,26,ld0043,tc0104,J,25.5,17.878,18.939,12:13,13:44,91,146.33,NA,2.56E-03,2.36E-03,,,,,,,
23/12/16,3,2,11,2,1,22,ld0107,tc0232,K,27,17.440,18.609,13:00,14:30,90,146.33,1.80E-03,5.36E-03,5.57E-04,1,,,,,,
23/12/16,3,2,12,2,1,22,ld0175,tc0234,L,24.5,17.673,18.923,13:01,14:31,90,146.33,1.50E-03,7.72E-03,6.60E-03,,LostT2S1,,,,,
23/12/16,3,2,13,2,1,22,ld0137,tc0322,M,25,17.701,19.039,13:03,14:33,90,146.33,2.12E-03,NA,0.0110192,1,,NoPT1S1,,,,
23/12/16,3,2,14,2,1,22,ld0075,tc0145,N,26,17.950,18.939,13:04,14:34,90,146.33,7.41E-04,5.30E-03,4.48E-03,1,,,,,,
23/12/16,3,2,15,2,1,22,ld0013,tc0021,O,26,17.860,18.841,13:05,14:36,91,146.33,1.08E-03,NA,3.70E-03,1,,"SMT1BL, NoPT2S2",,,,
23/12/16,3,2,16,2,1,22,ld0065,tc0134,P,25,17.973,19.074,13:07,14:37,90,146.33,2.81E-03,4.87E-03,4.69E-03,,,,,,,
23/12/16,3,2,17,2,1,22,ld0104,tc0225,Q,26,17.708,19.011,13:08,14:39,91,146.33,1.33E-03,1.53E-03,5.00E-03,,,,,,,
23/12/16,3,2,18,2,1,22,ld0077,tc0151,R,26,17.834,19.158,13:10,14:40,90,146.33,1.51E-03,4.11E-03,3.95E-03,,,,,,,
23/12/16,3,2,19,2,1,22,ld0119,tc0252,S,25.5,17.417,18.631,13:11,14:42,91,146.33,7.15E-04,4.36E-03,4.72E-03,,,,,,,
23/12/16,3,2,20,2,1,22,ld0115,tc0244,T,28,17.644,18.730,13:13,14:44,91,146.33,2.57E-03,0.0144264,0.016912,,,SMT2S1,,,,
23/12/16,3,2,21,2,1,22,ld0143,tc0333,U,26,17.709,18.916,13:14,14:45,91,146.33,5.75E-04,0.0093307,7.22E-03,,,,,,,
